image,image2,image3,image4,label
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00356-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00356-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00356-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00356-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00356-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00359-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00359-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00359-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00359-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00359-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00360-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00360-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00360-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00360-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00360-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00364-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00364-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00364-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00364-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00364-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00366-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00366-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00366-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00366-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00366-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00369-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00369-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00369-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00369-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00369-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00370-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00370-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00370-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00370-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00370-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00371-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00371-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00371-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00371-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00371-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00373-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00373-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00373-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00373-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00373-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00375-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00375-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00375-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00375-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00375-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00376-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00376-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00376-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00376-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00376-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00377-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00377-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00377-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00377-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00377-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00378-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00378-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00378-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00378-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00378-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00379-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00379-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00379-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00379-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00379-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00380-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00380-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00380-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00380-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00380-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00382-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00382-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00382-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00382-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00382-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00386-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00386-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00386-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00386-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00386-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00387-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00387-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00387-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00387-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00387-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00388-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00388-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00388-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00388-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00388-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00389-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00389-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00389-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00389-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00389-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00391-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00391-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00391-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00391-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00391-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00395-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00395-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00395-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00395-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00395-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00397-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00397-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00397-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00397-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00397-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00400-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00400-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00400-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00400-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00400-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00401-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00401-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00401-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00401-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00401-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00402-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00402-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00402-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00402-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00402-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00404-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00404-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00404-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00404-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00404-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00405-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00405-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00405-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00405-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00405-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00406-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00406-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00406-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00406-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00406-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00407-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00407-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00407-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00407-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00407-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00409-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00409-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00409-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00409-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00409-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00410-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00410-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00410-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00410-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00410-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00413-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00413-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00413-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00413-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00413-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00414-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00414-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00414-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00414-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00414-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00417-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00417-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00417-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00417-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00417-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00419-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00419-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00419-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00419-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00419-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00421-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00421-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00421-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00421-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00421-000-seg.nii.gz
/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00423-000-t1c.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00423-000-t1n.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00423-000-t2f.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00423-000-t2w.nii.gz,/mnt/data1/ZhouFF/TTA4MIS/data/BraTS2023/BraTS_GLI/preprocessed_data/BraTS-GLI-00423-000-seg.nii.gz
